Judging VBG ROOT ROOT O
from IN case posts O
previous JJ amod posts O
posts NNS nmod Judging O
this DT nsubj used O
used VBN dep Judging O
to TO mark place O
be VB cop place O
a DT det place O
good JJ amod place O
place NN xcomp used B-AS
, , punct place O
but CC cc place O
not RB neg longer O
any DT advmod longer O
longer JJR conj place O
. . punct Judging O

We PRP advmod were O
, , punct were O
there EX expl were O
were VBD ROOT ROOT O
four CD nsubj were O
of IN case us O
us PRP nmod four O
, , punct were O
arrived VBD dep were O
at IN case noon O
noon NN nmod arrived O
- : punct arrived O
the DT det place O
place NN nsubj empty O
was VBD cop empty O
empty JJ parataxis arrived O
- : punct empty O
and CC cc empty O
the DT det staff O
staff NN nsubj acted B-AS
acted VBD conj empty O
like IN mark imposing O
we PRP nsubj imposing O
were VBD aux imposing O
imposing VBG advcl acted O
on IN case them O
them PRP nmod imposing O
and CC cc empty O
they PRP nsubj rude O
were VBD cop rude O
very RB advmod rude O
rude JJ conj empty O
. . punct were O

They PRP nsubj brought O
never RB neg brought O
brought VBD ROOT ROOT O
us PRP compound noodles O
complimentary JJ amod noodles O
noodles NNS dobj brought O
, , punct noodles O
ignored VBN acl noodles O
repeated VBN amod requests O
requests NNS dobj ignored O
for IN case sugar O
sugar NN nmod requests O
, , punct brought O
and CC cc brought O
threw VBD conj brought O
our PRP$ nmod:poss dishes O
dishes NNS dobj threw O
on IN case table O
the DT det table O
table NN nmod threw O
. . punct brought O

The DT det food O
food NN nsubj lousy B-AS
was VBD cop lousy O
lousy JJ ROOT ROOT O
- : punct lousy O
too RB advmod sweet O
sweet JJ dep lousy O
or CC cc sweet O
too RB advmod salty O
salty JJ conj sweet O
and CC cc sweet O
the DT det portions O
portions NNS nsubj tiny B-AS
tiny JJ conj sweet O
. . punct lousy O

After IN case all O
all DT ROOT ROOT O
that IN mark complained O
, , punct complained O
they PRP nsubj complained O
complained VBD ccomp all O
to TO case me O
me PRP nmod complained O
about IN case tip O
the DT det tip O
small JJ amod tip O
tip NN nmod complained O
. . punct all O

Avoid VB ROOT ROOT O
this DT det place O
place NN dobj Avoid B-AS
! . punct Avoid O

I PRP nsubj eaten O
have VBP aux eaten O
eaten VBN ROOT ROOT O
at IN case Saul O
Saul NNP nmod eaten O
, , punct eaten O
many JJ amod times O
times NNS nmod:tmod eaten O
, , punct eaten O
the DT det food O
food NN nsubj consistently B-AS
is VBZ cop consistently O
always RB advmod consistently O
consistently RB ccomp eaten O
, , punct consistently O
